fdcId,foodDescription,inputFoodIndex,inputFood.id,inputFood.foodDescription,inputFood.inputFood.foodClass,inputFood.inputFood.description,inputFood.inputFood.dataType,inputFood.inputFood.foodCategory.id,inputFood.inputFood.foodCategory.code,inputFood.inputFood.foodCategory.description,inputFood.inputFood.fdcId,inputFood.inputFood.publicationDate
333281,"Tomatoes, canned, red, ripe, diced",35,11341,"TOMATOES, CANNED, DICED, HUNTS",Composite,"TOMATOES, CANNED, DICED, HUNTS",Sample,11,1100,Vegetables and Vegetable Products,333165,4/1/2019
333374,"Fish, haddock, raw",0,11356,"Haddock, raw (CT) - CY060QU",Composite,"Haddock, raw (CT) - CY060QU",Sample,15,1500,Finfish and Shellfish Products,333282,4/1/2019
333374,"Fish, haddock, raw",1,11357,"Haddock, raw (CO) - CY060QT",Composite,"Haddock, raw (CO) - CY060QT",Sample,15,1500,Finfish and Shellfish Products,333288,4/1/2019
333374,"Fish, haddock, raw",2,11359,"Haddock, raw (NY) - CY060QY",Composite,"Haddock, raw (NY) - CY060QY",Sample,15,1500,Finfish and Shellfish Products,333302,4/1/2019
333374,"Fish, haddock, raw",3,11362,"Haddock, raw (MI) - CY060R1",Composite,"Haddock, raw (MI) - CY060R1",Sample,15,1500,Finfish and Shellfish Products,333322,4/1/2019
333374,"Fish, haddock, raw",4,11360,"Haddock, raw (FL) - CY060QW",Composite,"Haddock, raw (FL) - CY060QW",Sample,15,1500,Finfish and Shellfish Products,333308,4/1/2019
333374,"Fish, haddock, raw",5,11365,"Haddock, raw triad 1 (CO,CT,IN) - CY060R3",Composite,"Haddock, raw triad 1 (CO,CT,IN) - CY060R3",Sample,15,1500,Finfish and Shellfish Products,333348,4/1/2019
333374,"Fish, haddock, raw",6,11358,"Haddock, raw (IN) - CY060QV",Composite,"Haddock, raw (IN) - CY060QV",Sample,15,1500,Finfish and Shellfish Products,333295,4/1/2019
333374,"Fish, haddock, raw",7,11361,"Haddock, raw (NC) - CY060QR",Composite,"Haddock, raw (NC) - CY060QR",Sample,15,1500,Finfish and Shellfish Products,333316,4/1/2019
333374,"Fish, haddock, raw",8,11364,"Haddock, raw triad 3 (AL,MI) - CY060R5",Composite,"Haddock, raw triad 3 (AL,MI) - CY060R5",Sample,15,1500,Finfish and Shellfish Products,333336,4/1/2019
333374,"Fish, haddock, raw",9,11363,"Haddock, raw (AL) - CY060QZ",Composite,"Haddock, raw (AL) - CY060QZ",Sample,15,1500,Finfish and Shellfish Products,333329,4/1/2019
333374,"Fish, haddock, raw",10,11366,"Haddock, raw triad 2 (FL,NC,NY) - CY060R4 (Vitamin D value)",Composite,"Haddock, raw triad 2 (FL,NC,NY) - CY060R4 (Vitamin D value)",Sample,15,1500,Finfish and Shellfish Products,333361,4/1/2019
333476,"Fish, pollock, raw",0,11367,"Pollock, raw (CT) - CY060SY",Composite,"Pollock, raw (CT) - CY060SY",Sample,15,1500,Finfish and Shellfish Products,333375,4/1/2019
333476,"Fish, pollock, raw",1,11371,"Pollock, raw (CO) - CY060SX",Composite,"Pollock, raw (CO) - CY060SX",Sample,15,1500,Finfish and Shellfish Products,333399,4/1/2019
333476,"Fish, pollock, raw",2,11374,"Pollock, raw (NY) - CY060T2",Composite,"Pollock, raw (NY) - CY060T2",Sample,15,1500,Finfish and Shellfish Products,333418,4/1/2019
333476,"Fish, pollock, raw",3,11368,"Pollock, raw (NC) - CY060SV",Composite,"Pollock, raw (NC) - CY060SV",Sample,15,1500,Finfish and Shellfish Products,333381,4/1/2019
333476,"Fish, pollock, raw",4,11369,"Pollock, raw (OK) - CY060SW",Composite,"Pollock, raw (OK) - CY060SW",Sample,15,1500,Finfish and Shellfish Products,333387,4/1/2019
333476,"Fish, pollock, raw",5,11375,"Pollock, raw triad 1 (CO, CT, IN) - CY060T7",Composite,"Pollock, raw triad 1 (CO, CT, IN) - CY060T7",Sample,15,1500,Finfish and Shellfish Products,333424,4/1/2019
333476,"Fish, pollock, raw",6,11378,"Pollock, raw (NATIONAL) - CY060TA",Composite,"Pollock, raw (NATIONAL) - CY060TA",Sample,15,1500,Finfish and Shellfish Products,333448,4/1/2019
333476,"Fish, pollock, raw",7,11377,"Pollock, raw triad 2 (MI, MO, NY) - CY060T8 (Vitamin D value)",Composite,"Pollock, raw triad 2 (MI, MO, NY) - CY060T8 (Vitamin D value)",Sample,15,1500,Finfish and Shellfish Products,333463,4/1/2019
333476,"Fish, pollock, raw",8,11373,"Pollock, raw (MI) - CY060T5",Composite,"Pollock, raw (MI) - CY060T5",Sample,15,1500,Finfish and Shellfish Products,333412,4/1/2019
333476,"Fish, pollock, raw",9,11376,"Pollock, raw triad 3 (NC, OK) - CY060T6",Composite,"Pollock, raw triad 3 (NC, OK) - CY060T6",Sample,15,1500,Finfish and Shellfish Products,333436,4/1/2019
333476,"Fish, pollock, raw",10,11372,"Pollock, raw (IN) - CY060SZ",Composite,"Pollock, raw (IN) - CY060SZ",Sample,15,1500,Finfish and Shellfish Products,333406,4/1/2019
333476,"Fish, pollock, raw",11,11370,"Pollock, raw (MO) - CY060T1",Composite,"Pollock, raw (MO) - CY060T1",Sample,15,1500,Finfish and Shellfish Products,333393,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",0,11455,"Chinese Restaurant, Fried Rice (No Meat) (CA2,NC) - CY120CL",Composite,"Chinese Restaurant, Fried Rice (No Meat) (CA2,NC) - CY120CL",Sample,25,3600,Restaurant Foods,334500,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",1,11454,"Chinese Restaurant, Fried Rice (No Meat) (CO) - CY120CT",Composite,"Chinese Restaurant, Fried Rice (No Meat) (CO) - CY120CT",Sample,25,3600,Restaurant Foods,334495,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",2,11449,"Chinese Restaurant, Fried Rice (No Meat) (AL) - CY120CP",Composite,"Chinese Restaurant, Fried Rice (No Meat) (AL) - CY120CP",Sample,25,3600,Restaurant Foods,334471,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",3,11461,"Chinese Restaurant, Fried Rice (No Meat) (OK) - CY120CY",Composite,"Chinese Restaurant, Fried Rice (No Meat) (OK) - CY120CY",Sample,25,3600,Restaurant Foods,334531,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",4,11448,"Chinese Restaurant, Fried Rice (No Meat) (IN) - CY120CN",Composite,"Chinese Restaurant, Fried Rice (No Meat) (IN) - CY120CN",Sample,25,3600,Restaurant Foods,334467,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",5,11452,"Chinese Restaurant, Fried Rice (No Meat) (NC) - CY120CS",Composite,"Chinese Restaurant, Fried Rice (No Meat) (NC) - CY120CS",Sample,25,3600,Restaurant Foods,334486,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",6,11459,"Chinese Restaurant, Fried Rice (No Meat) (CT) - CY120CU",Composite,"Chinese Restaurant, Fried Rice (No Meat) (CT) - CY120CU",Sample,25,3600,Restaurant Foods,334522,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",7,11460,"Chinese Restaurant, Fried Rice (No Meat) (FL) - CY120CV",Composite,"Chinese Restaurant, Fried Rice (No Meat) (FL) - CY120CV",Sample,25,3600,Restaurant Foods,334527,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",8,11451,"Chinese Restaurant, Fried Rice (No Meat) (FL,MO) - CY120CM",Composite,"Chinese Restaurant, Fried Rice (No Meat) (FL,MO) - CY120CM",Sample,25,3600,Restaurant Foods,334481,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",9,11458,"Chinese Restaurant, Fried Rice (No Meat) (MI) - CY120CX",Composite,"Chinese Restaurant, Fried Rice (No Meat) (MI) - CY120CX",Sample,25,3600,Restaurant Foods,334517,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",10,11450,"Chinese Restaurant, Fried Rice (No Meat) (IN,NY) - CY120CK",Composite,"Chinese Restaurant, Fried Rice (No Meat) (IN,NY) - CY120CK",Sample,25,3600,Restaurant Foods,334476,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",11,11453,"Chinese Restaurant, Fried Rice (No Meat) (CA1) - CY120CQ",Composite,"Chinese Restaurant, Fried Rice (No Meat) (CA1) - CY120CQ",Sample,25,3600,Restaurant Foods,334490,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",12,11457,"Chinese Restaurant, Fried Rice (No Meat) (MO) - CY120CW",Composite,"Chinese Restaurant, Fried Rice (No Meat) (MO) - CY120CW",Sample,25,3600,Restaurant Foods,334513,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",13,11456,"Chinese Restaurant, Fried Rice (No Meat) (CA2) - CY120CR",Composite,"Chinese Restaurant, Fried Rice (No Meat) (CA2) - CY120CR",Sample,25,3600,Restaurant Foods,334509,4/1/2019
334536,"Restaurant, Chinese, fried rice, without meat",14,11447,"Chinese Restaurant, Fried Rice (No Meat) (NY) - CY120CO",Composite,"Chinese Restaurant, Fried Rice (No Meat) (NY) - CY120CO",Sample,25,3600,Restaurant Foods,334463,4/1/2019
334628,"Restaurant, Latino, tamale, pork",0,11467,"Tamale, Pork, restaurant item (TX-TR) - CY0901G",Composite,"Tamale, Pork, restaurant item (TX-TR) - CY0901G",Sample,25,3600,Restaurant Foods,334606,4/1/2019
334628,"Restaurant, Latino, tamale, pork",1,11466,"Tamale, Pork, restaurant item (CA-LA,CA-SD) - CY0901K",Composite,"Tamale, Pork, restaurant item (CA-LA,CA-SD) - CY0901K",Sample,25,3600,Restaurant Foods,334581,4/1/2019
334628,"Restaurant, Latino, tamale, pork",2,11465,"Tamale, Pork, restaurant item (CA-AL,IL) - CY0901F",Composite,"Tamale, Pork, restaurant item (CA-AL,IL) - CY0901F",Sample,25,3600,Restaurant Foods,334566,4/1/2019
334628,"Restaurant, Latino, tamale, pork",3,11462,"Tamale, Pork, restaurant item (NM) - CY0901I",Composite,"Tamale, Pork, restaurant item (NM) - CY0901I",Sample,25,3600,Restaurant Foods,334537,4/1/2019
334628,"Restaurant, Latino, tamale, pork",4,11464,"Tamale, Pork, restaurant item (TX-HA,NV) - CY0901J",Composite,"Tamale, Pork, restaurant item (TX-HA,NV) - CY0901J",Sample,25,3600,Restaurant Foods,334555,4/1/2019
334628,"Restaurant, Latino, tamale, pork",5,11463,"Tamale, Pork, restaurant item (CA-SB) - CY0901H",Composite,"Tamale, Pork, restaurant item (CA-SB) - CY0901H",Sample,25,3600,Restaurant Foods,334546,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",0,11470,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (FL,CA-SB) - CY0900T",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (FL,CA-SB) - CY0900T",Sample,25,3600,Restaurant Foods,334652,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",1,11468,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (CA-AL,IL) - CY0900R",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (CA-AL,IL) - CY0900R",Sample,25,3600,Restaurant Foods,334629,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",2,11471,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (TX-TR) - CY0900S",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (TX-TR) - CY0900S",Sample,25,3600,Restaurant Foods,334661,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",3,11472,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (CA-LA) - CY0900W",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (CA-LA) - CY0900W",Sample,25,3600,Restaurant Foods,334681,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",4,11469,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (TX-HA,NV) - CY0900V",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (TX-HA,NV) - CY0900V",Sample,25,3600,Restaurant Foods,334642,4/1/2019
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",5,11473,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (MD,NM) - CY0900U",Composite,"Pupusas, Bean, flat stuffed corn biscuit, restaurant item (MD,NM) - CY0900U",Sample,25,3600,Restaurant Foods,334702,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",0,11604,"Whole wheat bread, Store brand/other, SAFEWAY (CA1,CO) - CY1202T",Composite,"Whole wheat bread, Store brand/other, SAFEWAY (CA1,CO) - CY1202T",Sample,18,1800,Baked Products,335208,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",1,11601,"Whole wheat bread, Store brand/other, GREAT VALUE (AL,OK) - CY1202R",Composite,"Whole wheat bread, Store brand/other, GREAT VALUE (AL,OK) - CY1202R",Sample,18,1800,Baked Products,335169,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",2,11597,"Whole wheat bread, Store brand/other, HEALTHY IDEAS (CA2,CT) - CY1202S",Composite,"Whole wheat bread, Store brand/other, HEALTHY IDEAS (CA2,CT) - CY1202S",Sample,18,1800,Baked Products,335117,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",3,11596,"Whole wheat bread, Store brand/other, KROGER & AMERICAS CHOICE (IN,NY) - CY1202Q",Composite,"Whole wheat bread, Store brand/other, KROGER & AMERICAS CHOICE (IN,NY) - CY1202Q",Sample,18,1800,Baked Products,335110,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",4,11599,"Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - CY1202F",Composite,"Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - CY1202F",Sample,18,1800,Baked Products,335137,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",5,11598,"Whole wheat bread, NATURES OWN (FL,NC) - CY1202P",Composite,"Whole wheat bread, NATURES OWN (FL,NC) - CY1202P",Sample,18,1800,Baked Products,335122,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",6,11605,"Whole wheat bread, Store brand/other, PEPPERIDGE FARM (MI,NC) - CY1202V",Composite,"Whole wheat bread, Store brand/other, PEPPERIDGE FARM (MI,NC) - CY1202V",Sample,18,1800,Baked Products,335224,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",7,11603,"Whole wheat bread, Store brand/other, HY VEE & PUBLIX (FL,MO) - CY1202U",Composite,"Whole wheat bread, Store brand/other, HY VEE & PUBLIX (FL,MO) - CY1202U",Sample,18,1800,Baked Products,335202,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",8,11600,"Whole wheat bread, NATURES OWN (IN,CT) - CY1202N",Composite,"Whole wheat bread, NATURES OWN (IN,CT) - CY1202N",Sample,18,1800,Baked Products,335153,4/1/2019
335240,"Bread, whole-wheat, commercially prepared",9,11602,"Whole wheat bread, NATURES OWN (AL,OK) - CY1202L",Composite,"Whole wheat bread, NATURES OWN (AL,OK) - CY1202L",Sample,18,1800,Baked Products,335185,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",0,45561,"Beef, Tenderloin Roast, lean only, cooked, animal 10, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 10, select",Sample,13,1300,Beef Products,334887,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",1,45557,"Beef, Tenderloin Roast, lean only, cooked, animal 23, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 23, select",Sample,13,1300,Beef Products,334879,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",2,45559,"Beef, Tenderloin Roast, lean only, cooked, animal 29, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 29, select",Sample,13,1300,Beef Products,334883,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",3,45562,"Beef, Tenderloin Roast, lean only, cooked, animal 11, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 11, select",Sample,13,1300,Beef Products,334889,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",4,45565,"Beef, Tenderloin Roast, lean only, cooked, animal 36, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 36, select",Sample,13,1300,Beef Products,334895,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",5,45558,"Beef, Tenderloin Roast, lean only, cooked, animal 28, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 28, select",Sample,13,1300,Beef Products,334881,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",6,45551,"Beef, Tenderloin Roast, select, roasted, comp5, lean (34BLTR)",Composite,"Beef, Tenderloin Roast, select, roasted, comp5, lean (34BLTR)",Sample,13,1300,Beef Products,334850,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",7,45552,"Beef, Tenderloin Roast, lean only, cooked, animal 5, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 5, select",Sample,13,1300,Beef Products,334860,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",8,45553,"Beef, Tenderloin Roast, select, roasted, comp13, lean  (34BLTR)",Composite,"Beef, Tenderloin Roast, select, roasted, comp13, lean  (34BLTR)",Sample,13,1300,Beef Products,334862,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",9,45563,"Beef, Tenderloin Roast, lean only, cooked, animal 16, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 16, select",Sample,13,1300,Beef Products,334891,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",10,45564,"Beef, Tenderloin Roast, lean only, cooked, animal 17, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 17, select",Sample,13,1300,Beef Products,334893,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",11,45555,"Beef, Tenderloin Roast, select, roasted, comp6, lean (34BLTR)",Composite,"Beef, Tenderloin Roast, select, roasted, comp6, lean (34BLTR)",Sample,13,1300,Beef Products,334873,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",12,45560,"Beef, Tenderloin Roast, lean only, cooked, animal 35, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 35, select",Sample,13,1300,Beef Products,334885,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",13,45554,"Beef, Tenderloin Roast, lean only, cooked, animal 18, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 18, select",Sample,13,1300,Beef Products,334871,4/1/2019
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",14,45556,"Beef, Tenderloin Roast, lean only, cooked, animal 22, select",Composite,"Beef, Tenderloin Roast, lean only, cooked, animal 22, select",Sample,13,1300,Beef Products,334877,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",0,45525,"Beef, Top Loin steak, boneless, U_choice, raw, comp1, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, U_choice, raw, comp1, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334781,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",1,45539,"Beef, Top Loin steak, boneless, L_choice, raw, comp3, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, L_choice, raw, comp3, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334818,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",2,45527,"Beef, Boneless Top Loin steak, lean only, raw, animal 12, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 12, upperchoice",Sample,13,1300,Beef Products,334790,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",3,45523,"Beef, Top Loin steak, boneless, choice, raw, comp21, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, choice, raw, comp21, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334752,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",4,45538,"Beef, Boneless Top Loin steak, lean only, raw, animal 7, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 7, upperchoice",Sample,13,1300,Beef Products,334816,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",5,45536,"Beef, Boneless Top Loin steak, lean only, raw, animal 32, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 32, upperchoice",Sample,13,1300,Beef Products,334812,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",6,45543,"Beef, Boneless Top Loin steak, lean only, raw, animal 21, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 21, lowerchoice",Sample,13,1300,Beef Products,334833,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",7,45522,"Beef, Boneless Top Loin steak, lean only, raw, animal 14, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 14, lowerchoice",Sample,13,1300,Beef Products,334750,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",8,45537,"Beef, Boneless Top Loin steak, lean only, raw, animal 6, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 6, upperchoice",Sample,13,1300,Beef Products,334814,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",9,45548,"Beef, Boneless Top Loin steak, lean only, raw, animal 4, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 4, lowerchoice",Sample,13,1300,Beef Products,334843,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",10,45545,"Beef, Boneless Top Loin steak, lean only, raw, animal 27, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 27, lowerchoice",Sample,13,1300,Beef Products,334837,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",11,45534,"Beef, Boneless Top Loin steak, lean only, raw, animal 30, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 30, upperchoice",Sample,13,1300,Beef Products,334808,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",12,45526,"Beef, Top Loin steak, boneless, U_choice, raw, comp11, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, U_choice, raw, comp11, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334787,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",13,45542,"Beef, Top Loin steak, boneless, L_choice, raw, comp4, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, L_choice, raw, comp4, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334828,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",14,45535,"Beef, Boneless Top Loin steak, lean only, raw, animal 31, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 31, upperchoice",Sample,13,1300,Beef Products,334810,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",15,45521,"Beef, Top Loin steak, boneless, L_choice, raw, comp12, lean (32BLTLSB/33BLTLSB)",Composite,"Beef, Top Loin steak, boneless, L_choice, raw, comp12, lean (32BLTLSB/33BLTLSB)",Sample,13,1300,Beef Products,334725,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",16,45547,"Beef, Boneless Top Loin steak, lean only, raw, animal 34, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 34, lowerchoice",Sample,13,1300,Beef Products,334841,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",17,45520,"Beef, Boneless Top Loin steak, lean only, raw, animal 3, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 3, lowerchoice",Sample,13,1300,Beef Products,334721,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",18,45531,"Beef, Boneless Top Loin steak, lean only, raw, animal 2, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 2, upperchoice",Sample,13,1300,Beef Products,334802,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",19,45549,"Beef, Boneless Top Loin steak, lean only, raw, animal 8, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 8, lowerchoice",Sample,13,1300,Beef Products,334845,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",20,45529,"Beef, Boneless Top Loin steak, lean only, raw, animal 19, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 19, upperchoice",Sample,13,1300,Beef Products,334794,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",21,45528,"Beef, Boneless Top Loin steak, lean only, raw, animal 13, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 13, upperchoice",Sample,13,1300,Beef Products,334792,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",22,45532,"Beef, Boneless Top Loin steak, lean only, raw, animal 24, upperchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 24, upperchoice",Sample,13,1300,Beef Products,334804,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",23,45546,"Beef, Boneless Top Loin steak, lean only, raw, animal 33, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 33, lowerchoice",Sample,13,1300,Beef Products,334839,4/1/2019
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",24,45550,"Beef, Boneless Top Loin steak, lean only, raw, animal 9, lowerchoice",Composite,"Beef, Boneless Top Loin steak, lean only, raw, animal 9, lowerchoice",Sample,13,1300,Beef Products,334847,4/1/2019
